U_smooth,SOC,DVA_smooth
4.19096665615835,1,4.21211801487921
4.17312058550568,0.996835410228701,3.26920930392125
4.16640924269612,0.993603363257089,2.08801946699513
4.16118507244096,0.99037132183231,1.55507978938474
4.15668542214819,0.987139285221158,1.38554710787989
4.15237643500342,0.983907246554216,1.28884490816484
4.14818184574745,0.980675207552008,1.23642316428509
4.14433045015788,0.977443165464357,1.20195322878678
4.14047905456831,0.974211127400046,1.18270444284627
4.13647512846034,0.97097908605613,1.16181490526101
4.13269999812996,0.967747048061933,1.14657415138557
4.12907739831799,0.964515005570421,1.14057654112582
4.12537853324681,0.961282963785495,1.13856421347152
4.12171780080524,0.958050933948936,1.1385885027623
4.11779013995647,0.954818895360269,1.14126117758395
4.11412940751489,0.951586855643516,1.13924657933488
4.11043054244372,0.948354821013385,1.14305359270567
4.10673167737255,0.945122790127128,1.1354436323768
4.10299467967177,0.941890745733362,1.12355918777035
4.0993339472302,0.938658707932135,1.12320783292414
4.09571134741822,0.935426661647229,1.1212794039091
4.09201248234705,0.93219461904123,1.14755311993744
4.08808482149828,0.928962576089108,1.14810236648755
4.08430969116791,0.925730538763676,1.15242905391722
4.08057269346713,0.922498502187719,1.14902948247377
4.07691196102556,0.91926646838598,1.14895476837354
4.07313683069518,0.916034436710238,1.14677781289856
4.06936170036481,0.91280240043569,1.14696317820938
4.06558657003444,0.909570359293912,1.14796514678064
4.06188770496326,0.906338320043796,1.14996409088347
4.05815070726249,0.903106284494025,1.14659382324416
4.05437557693212,0.899874244487247,1.14334987565368
4.05056231397214,0.896642200060675,1.14788818887219
4.04686344890097,0.893410154705882,1.14197930586143
4.0431264512002,0.890178126437042,1.1507214364005
4.03919879035142,0.886946094231945,1.14275709208278
4.03557619053945,0.883714060055964,1.14215384558003
4.03187732546827,0.880482020838471,1.13368423962316
4.0282165930267,0.877249979620479,1.13428031144428
4.02447959532593,0.874017946193296,1.13561200870991
4.02066633236595,0.870785910912494,1.13558946682711
4.01692933466518,0.867553867822787,1.13298982803179
4.01330673485321,0.864321827497442,1.12824086419823
4.00972226767083,0.861089787803918,1.11840615723144
4.00606153522926,0.857857746871471,1.10876758350535
4.00255333330608,0.854625703245908,1.10367983821751
3.99874007034611,0.851393662311557,1.09747020739404
3.99523186842294,0.848161619732519,1.10938759045732
3.99160926861096,0.844929579175811,1.10184095571826
3.98802480142859,0.841697540113441,1.09982715222451
3.98447846687581,0.838465502614789,1.089279207282
3.98081773443424,0.835233463381972,1.08177796984565
3.97727139988146,0.832001415906469,1.079699817334
